codigo_uc;nome_uc;categoria_manejo;grupo;ano_inicial;ano_final;area_inicial;area_final;delta_area;delta_pct;slope_ha_ano;slope_pct_ano;n_anos;span_anos;coverage_ratio;max_abs_yoy_pct;median_abs_yoy_pct;coorte;serie_tipo;qc_area_suspeita;qc_salto_excessivo;qc_yoy_excessivo;qc_cobertura_baixa;qc_pass
36;ÁREA DE RELEVANTE INTERESSE ECOLÓGICA ILHA AMEIXAL;Área de Relevante Interesse Ecológico;US;2019;2024;359.0;358.8910028;-0.10899719999997615;-0.0003036133704734712;-0.024913645714280265;-6.940436585365517e-05;6;6;1.0;0.0003036133704734712;0.0;nova;longa;False;False;False;False;True
37;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA;Área de Relevante Interesse Ecológico;US;2019;2024;65.0;65.17496205;0.17496205000000487;0.002691723846153921;0.039991325714286825;0.0006146996309502319;6;6;1.0;0.002691723846153921;0.0;nova;longa;False;False;False;False;True
39;ÁREA DE RELEVANTE INTERESSE ECOLÓGICA MANGUEZAIS DA FOZ DO RIO MAMANGUAPE;Área de Relevante Interesse Ecológico;US;2019;2024;5769.0;5769.547699;0.5476989999997386;9.493829086492262e-05;0.1251883428570831;2.1699494064832123e-05;6;6;1.0;9.493829086492262e-05;0.0;nova;longa;False;False;False;False;True
52;ESTAÇÃO ECOLÓGICA DE CARIJÓS;Estação Ecológica;PI;2019;2024;759.0;711.8933102000001;-47.10668979999991;-0.062064149934123736;-13.478715537142849;-0.01813366873942584;6;6;1.0;0.1249782921694021;0.0;nova;longa;False;False;False;False;True
54;ESTAÇÃO ECOLÓGICA DE GUARAQUEÇABA;Estação Ecológica;PI;2019;2024;4370.0;4370.144871;0.1448710000004212;3.315125858133208e-05;0.0331133714286677;7.577346800014862e-06;6;6;1.0;3.315125858133208e-05;0.0;nova;longa;False;False;False;False;True
58;ESTAÇÃO ECOLÓGICA DE MARACÁ JIPIOCA;Estação Ecológica;PI;2019;2024;58756.0;58756.95919;0.9591900000013993;1.6324971066808485e-05;0.21924342857174842;3.7314016531196446e-06;6;6;1.0;1.6324971066808485e-05;0.0;nova;longa;False;False;False;False;True
59;ESTAÇÃO ECOLÓGICA DE MURICI;Estação Ecológica;PI;2019;2024;6131.0;6131.593269;0.5932689999999639;9.676545424889314e-05;0.1356043428571346;2.2117104723470972e-05;6;6;1.0;9.676545424889314e-05;0.0;nova;longa;False;False;False;False;True
63;ESTAÇÃO ECOLÓGICA DE TAMOIOS;Estação Ecológica;PI;2019;2024;8660.0;8660.360247;0.3602470000005269;4.1598960739090866e-05;0.08234217142869187;9.508202039446323e-06;6;6;1.0;4.1598960739090866e-05;0.0;nova;longa;False;False;False;False;True
64;ESTAÇÃO ECOLÓGICA TUPINAMBÁS;Estação Ecológica;PI;2019;2024;2464.0;2463.607353;-0.39264700000012454;-0.0001593534902597908;-0.08974788571431419;-3.642558976481155e-05;6;6;1.0;0.0001593534902597908;0.0;nova;longa;False;False;False;False;True
67;ESTAÇÃO ECOLÓGICA DO JARI;Estação Ecológica;PI;2019;2024;231109.0;231112.4673;3.4672999999893364;1.500287743008423e-05;0.7925257142832769;3.4292119775274024e-06;6;6;1.0;1.500287743008423e-05;0.0;nova;longa;False;False;False;False;True
70;ESTAÇÃO ECOLÓGICA DO TAIM;Estação Ecológica;PI;2019;2024;32458.0;32806.01119;348.01118999999744;0.010721892599667184;99.43112914285656;0.003041637130546041;6;6;1.0;0.021675490501401433;0.0;nova;longa;False;False;False;False;True
71;ESTAÇÃO ECOLÓGICA DOS TUPINIQUINS;Estação Ecológica;PI;2019;2024;1728.0;1727.714845;-0.2851550000000316;-0.0001650202546296479;-0.06517828571429293;-3.772099025305833e-05;6;6;1.0;0.0001650202546296479;0.0;nova;longa;False;False;False;False;True
89;FLORESTA NACIONAL DE CAXIUANÃ;Floresta;US;2019;2024;317945.0;317948.6241;3.62410000001546;1.139851232136206e-05;0.8283657142892479;2.6053643457902235e-06;6;6;1.0;1.139851232136206e-05;0.0;nova;longa;False;False;False;False;True
91;FLORESTA NACIONAL DE GOYTACAZES;Floresta;US;2019;2024;1426.0;1425.655045;-0.3449550000000272;-0.00024190392706874278;-0.07884685714286337;-5.5296785023625044e-05;6;6;1.0;0.00024190392706874278;0.0;nova;longa;False;False;False;False;True
100;FLORESTA NACIONAL DE NÍSIA FLORESTA;Floresta;US;2019;2024;169.0;168.8461208;-0.15387920000000577;-0.0009105278106509217;-0.03517238857142989;-0.00020818382815625104;6;6;1.0;0.0009105278106509217;0.0;nova;longa;False;False;False;False;True
113;FLORESTA NACIONAL DE AMAPÁ;Floresta;US;2019;2024;460360.0;460360.9022;0.9022000000113621;1.959770614326532e-06;0.20621714285973994;4.479472763642853e-07;6;6;1.0;1.959770614326532e-06;0.0;nova;longa;False;False;False;False;True
122;FLORESTA NACIONAL DE RIO PRETO;Floresta;US;2019;2024;2817.0;2817.37215;0.372150000000147;0.00013210862619813523;0.08506285714289073;3.019492774657571e-05;6;6;1.0;0.00013210862619813523;0.0;nova;longa;False;False;False;False;True
127;FLORESTA NACIONAL DE MÁRIO XAVIER;Floresta;US;2019;2024;496.0;495.9851853;-0.014814699999988079;-2.9868346774169515e-05;-0.003386217142854418;-6.827118662821309e-06;6;6;1.0;2.9868346774169515e-05;0.0;nova;longa;False;False;False;False;True
132;FLORESTA NACIONAL DA RESTINGA DE CABEDELO;Floresta;US;2019;2024;115.0;114.6205121;-0.3794879000000009;-0.0032998947826087034;-0.08674009142857163;-0.0007550922395768643;6;6;1.0;0.0032998947826087034;0.0;nova;longa;False;False;False;False;True
140;PARQUE NACIONAL DA LAGOA DO PEIXE;Parque;PI;2019;2024;36716.0;36716.09101;0.09100999999645865;2.4787558556612553e-06;0.02080228571347626;5.66572298876819e-07;6;6;1.0;2.4787558556612553e-06;0.0;nova;longa;False;False;False;False;True
141;PARQUE NACIONAL RESTINGA DE JURUBATIBA;Parque;PI;2019;2024;14919.0;14919.66087;0.6608699999997043;4.429720490647525e-05;0.1510559999999324;1.012492590522185e-05;6;6;1.0;4.429720490647525e-05;0.0;nova;longa;False;False;False;False;True
142;PARQUE NACIONAL DA SERRA DA BOCAINA;Parque;PI;2019;2024;106564.5;106566.3916;1.8916000000026543;1.7750751892071507e-05;0.4037942857148924;3.7891724259639416e-06;6;6;1.0;1.3058696570193349e-05;9.383944071693333e-06;nova;longa;False;False;False;False;True
147;PARQUE NACIONAL DA SERRA DE ITABAIANA;Parque;PI;2019;2024;8025.0;8024.844831;-0.15516899999965972;-1.9335700934537036e-05;-0.03546719999992222;-4.419617270502966e-06;6;6;1.0;1.9335700934537036e-05;0.0;nova;longa;False;False;False;False;True
152;PARQUE NACIONAL DA SERRA DOS ORGÃOS;Parque;PI;2019;2024;20020.5;19935.53095;-84.9690499999997;-0.004244102295147459;-24.320410857142786;-0.0012164862350764357;6;6;1.0;0.008514260371850765;4.994755506717946e-05;nova;longa;False;False;False;False;True
154;PARQUE NACIONAL DA TIJUCA;Parque;PI;2019;2024;3958.0;3958.525241;0.5252409999998235;0.0001327036382010671;0.12005508571424538;3.033091848583289e-05;6;6;1.0;0.0001327036382010671;0.0;nova;longa;False;False;False;False;True
162;PARQUE NACIONAL DE JERICOACOARA;Parque;PI;2019;2024;8863.0;8855.423633;-7.576366999999664;-0.0008548309827371842;-1.7317410285713517;-0.00019544562990465077;6;6;1.0;0.0008548309827371842;0.0;nova;longa;False;False;False;False;True
164;PARQUE NACIONAL DE SAINT-HILAIRE/LANGE;Parque;PI;2019;2024;24352.0;24352.39816;0.3981600000006438;1.6350197109093452e-05;0.09100800000014715;3.737167542841281e-06;6;6;1.0;1.6350197109093452e-05;0.0;nova;longa;False;False;False;False;True
169;PARQUE NACIONAL DO CABO ORANGE;Parque;PI;2019;2024;657328.0;657335.9878;7.987800000002608;1.2151924153546796e-05;1.8257828571434531;2.7775714127221256e-06;6;6;1.0;1.2151924153546796e-05;0.0;nova;longa;False;False;False;False;True
171;PARQUE NACIONAL DO DESCOBRIMENTO;Parque;PI;2019;2024;22693.5;22694.39097;0.8909700000003795;3.9261021878528193e-05;0.17507885714294388;7.714776483812338e-06;6;6;1.0;4.406645220993258e-05;1.7227901648029415e-05;nova;longa;False;False;False;False;True
176;PARQUE NACIONAL PAU BRASIL;Parque;PI;2019;2024;18934.0;18934.55308;0.5530800000015006;2.9210943276724444e-05;0.1264182857146287;6.6767220235637715e-06;6;6;1.0;2.9210943276724444e-05;0.0;nova;longa;False;False;False;False;True
178;PARQUE NACIONAL DO SUPERAGUI;Parque;PI;2019;2024;33860.0;33860.63032;0.6303199999965727;1.8615475487199433e-05;0.1440731428563595;4.254939423072075e-06;6;6;1.0;1.8615475487199433e-05;0.0;nova;longa;False;False;False;False;True
180;PARQUE NACIONAL DOS LENÇOIS MARANHENSES;Parque;PI;2019;2024;156562.0;78360363.92135;78203801.92135;499.50691688500405;13406401.063242856;0.5112167294519313;6;6;1.0;999.0099193929561;0.0;nova;longa;False;True;True;False;False
182;PARQUE NACIONAL DO MONTE PASCOAL;Parque;PI;2019;2024;22240.0;22239.83183;-0.1681700000008277;-7.561600719461677e-06;-0.03843885714304633;-1.7283702351493022e-06;6;6;1.0;7.561600719461677e-06;0.0;nova;longa;False;False;False;False;True
185;PARQUE NACIONAL MARINHO DOS ABROLHOS;Parque;PI;2019;2024;87954.0;87954.68663;0.6866299999965122;7.806694408401121e-06;0.15694399999920278;1.784382649972142e-06;6;6;1.0;7.806694408401121e-06;0.0;nova;longa;False;False;False;False;True
186;PARQUE NACIONAL MAR. DE FERNANDO DE NORONHA;Parque;PI;2019;2024;10931.0;10932.67586;1.6758599999993748;0.0001533125972005649;0.49733942857128566;4.549297288794977e-05;6;6;1.0;0.0003659987190044835;0.0;nova;longa;False;False;False;False;True
187;PARQUE NACIONAL MONTANHAS DO TUMUCUMAQUE;Parque;PI;2019;2024;3831696.5;3828123.76;-3572.7400000002235;-0.0009324172726102455;-1020.5977142857653;-0.0002665300795047564;6;6;1.0;0.0018614093520501578;8.771645660621134e-05;nova;longa;False;False;False;False;True
195;RESERVA BIOLÓGICA DE COMBOIOS;Reserva Biológica;PI;2019;2024;785.0;784.7335347;-0.26646530000004987;-0.00033944624203828007;-0.06090635428572569;-7.759649241180745e-05;6;6;1.0;0.00033944624203828007;0.0;nova;longa;False;False;False;False;True
196;RESERVA BIOLÓGICA GUARIBAS;Reserva Biológica;PI;2019;2024;4052.0;4051.676909;-0.3230910000002041;-7.973617966441365e-05;-0.07384937142861807;-1.8225896915853456e-05;6;6;1.0;7.973617966441365e-05;0.0;nova;longa;False;False;False;False;True
198;RESERVA BIOLÓGICA DE SALTINHO;Reserva Biológica;PI;2019;2024;563.0;562.5753572;-0.4246428000000151;-0.0007542500888099735;-0.09706121142857488;-0.0001724433754431701;6;6;1.0;0.0007542500888099735;0.0;nova;longa;False;False;False;False;True
199;RESERVA BIOLÓGICA DE SANTA ISABEL;Reserva Biológica;PI;2019;2024;4110.0;4110.530586;0.5305859999998574;0.0001290963503649288;0.12127679999996742;2.950646750051395e-05;6;6;1.0;0.0001290963503649288;0.0;nova;longa;False;False;False;False;True
201;RESERVA BIOLÓGICA DE SOORETAMA;Reserva Biológica;PI;2019;2024;27859.0;27858.95303;-0.04696999999941909;-1.685990164737395e-06;-0.01073599999986722;-3.8536939708774234e-07;6;6;1.0;1.685990164737395e-06;0.0;nova;longa;False;False;False;False;True
202;RESERVA BIOLÓGICA DE UNA;Reserva Biológica;PI;2019;2024;18725.0;18725.04461;0.04461000000083004;2.382376502046998e-06;0.010196571428761151;5.44542768032587e-07;6;6;1.0;2.382376502046998e-06;0.0;nova;longa;False;False;False;False;True
203;RESERVA BIOLÓGICA ATOL DAS ROCAS;Reserva Biológica;PI;2019;2024;35186.0;35187.01935;1.019350000002305;2.897032910823353e-05;0.23299428571481257;6.621725565930408e-06;6;6;1.0;2.897032910823353e-05;0.0;nova;longa;False;False;False;False;True
205;RESERVA BIOLÓGICA DO CÓRREGO GRANDE;Reserva Biológica;PI;2019;2024;1504.0;1503.702752;-0.29724800000008145;-0.0001976382978723946;-0.06794240000001861;-4.517744434951991e-05;6;6;1.0;0.0001976382978723946;0.0;nova;longa;False;False;False;False;True
209;RESERVA BIOLÓGICA DO LAGO PIRATUBA;Reserva Biológica;PI;2019;2024;392468.0;392473.8504;5.850399999995716;1.4906693029739281e-05;1.3372342857133066;3.4072271909199925e-06;6;6;1.0;1.4906693029739281e-05;0.0;nova;longa;False;False;False;False;True
212;RESERVA BIOLÓGICA DO TINGUÁ;Reserva Biológica;PI;2019;2024;24813.0;24813.212184999997;0.21218499999667984;8.551364204113965e-06;0.04849971428536395;1.9546034755780355e-06;6;6;1.0;8.551162696917951e-06;0.0;nova;longa;False;False;False;False;True
214;RESERVA BIOLÓGICA MARINHA DO ARVOREDO;Reserva Biológica;PI;2019;2024;17105.0;17105.28554;0.28554000000076485;1.669336451334492e-05;0.06526628571446054;3.815604942717456e-06;6;6;1.0;1.669336451334492e-05;0.0;nova;longa;False;False;False;False;True
217;RESERVA BIOLÓGICA UNIÃO;Reserva Biológica;PI;2019;2024;7757.0;7756.724481;-0.2755189999998038;-3.551875725148947e-05;-0.06297577142852658;-8.118669207735e-06;6;6;1.0;3.551875725148947e-05;0.0;nova;longa;False;False;False;False;True
218;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL ITATUPÃ-BAQUIÁ;Reserva de Desenvolvimento Sustentável;US;2019;2024;64441.0;64442.0818;1.0817999999999302;1.6787448984341182e-05;0.2472685714285555;3.837109724659592e-06;6;6;1.0;1.6787448984341182e-05;0.0;nova;longa;False;False;False;False;True
223;RESERVA EXTRATIVISTA CHOCOARÉ-MATO GROSSO;Reserva Extrativista;US;2019;2024;2783.0;2783.1794529999997;0.1794529999997394;6.448185411417154e-05;0.04101771428570698;1.4738351660761812e-05;6;6;1.0;6.448257276319142e-05;0.0;nova;longa;False;False;False;False;True
225;RESERVA EXTRATIVISTA MARINHA DO DELTA DO PARNAIBA;Reserva Extrativista;US;2019;2024;27022.0;27022.08794;0.08794000000125379;3.2543853157151134e-06;0.02010057142885801;7.438586938006131e-07;6;6;1.0;3.2543853157151134e-06;0.0;nova;longa;False;False;False;False;True
227;RESERVA EXTRATIVISTA MARACANÃ;Reserva Extrativista;US;2019;2024;30179.0;30179.74998;0.7499800000005052;2.485105536964463e-05;0.17142400000011548;5.680194174407365e-06;6;6;1.0;2.485105536964463e-05;0.0;nova;longa;False;False;False;False;True
228;RESERVA EXTRATIVISTA SÃO JOÃO DA PONTA;Reserva Extrativista;US;2019;2024;3409.0;3409.509667;0.5096669999998085;0.00014950630683479275;0.1164953142856705;3.417116719866422e-05;6;6;1.0;0.00014950630683479275;0.0;nova;longa;False;False;False;False;True
231;RESERVA EXTRATIVISTA DO BATOQUE;Reserva Extrativista;US;2019;2024;601.0;601.4471829;0.4471829000000298;0.0007440647254576203;0.1022132342857211;0.0001700297661970211;6;6;1.0;0.0007440647254576203;0.0;nova;longa;False;False;False;False;True
234;RESERVA EXTRATIVISTA MANDIRA;Reserva Extrativista;US;2019;2024;1178.0;1177.795428;-0.20457200000009834;-0.0001736604414262295;-0.046759314285736764;-3.969611306464408e-05;6;6;1.0;0.0001736604414262295;0.0;nova;longa;False;False;False;False;True
243;RESERVA EXTRATIVISTA MAE GRANDE DE CURUÇA;Reserva Extrativista;US;2019;2024;36828.0;36678.9784;-149.02160000000003;-0.004046421201259912;-34.06208000000001;-0.0009261454661235519;6;6;1.0;0.004046421201259912;0.0;nova;longa;False;False;False;False;True
245;RESERVA EXTRATIVISTA MARINHA DA BAIA DE IGUAPÉ;Reserva Extrativista;US;2019;2024;10082.0;10082.59284;0.5928399999993417;5.8801825034650036e-05;0.13550628571413523;1.3440153715588078e-05;6;6;1.0;5.8801825034650036e-05;0.0;nova;longa;False;False;False;False;True
246;RESERVA EXTRATIVISTA MARINHA DA LAGOA DO JEQUIÁ;Reserva Extrativista;US;2019;2024;10197.0;10196.72257;-0.2774300000000949;-2.7207021673050394e-05;-0.06341257142859312;-6.218804209363249e-06;6;6;1.0;2.7207021673050394e-05;0.0;nova;longa;False;False;False;False;True
247;RESERVA EXTRATIVISTA MARINHA ARAI-PEROBA;Reserva Extrativista;US;2019;2024;62577.5;62578.40432;0.9043200000014622;1.4451200511389272e-05;0.17813028571461992;2.84653355013045e-06;6;6;1.0;1.598031225530147e-05;6.461056601384867e-06;nova;longa;False;False;False;False;True
248;RESERVA EXTRATIVISTA MARINHA CAETÉTAPERAÇU;Reserva Extrativista;US;2019;2024;42490.0;42489.82394;-0.1760599999979604;-4.143563191291137e-06;-0.04024228571381952;-9.471014661343272e-07;6;6;1.0;4.143563191291137e-06;0.0;nova;longa;False;False;False;False;True
249;RESERVA EXTRATIVISTA MARINHA DE GURUPI-PIRIÁ;Reserva Extrativista;US;2019;2024;72790.0;72789.65255;-0.3474500000011176;-4.773320511074565e-06;-0.0794171428573983;-1.09104642421704e-06;6;6;1.0;4.773320511074565e-06;0.0;nova;longa;False;False;False;False;True
250;RESERVA EXTRATIVISTA MARINHA TRACUATEUA;Reserva Extrativista;US;2019;2024;27864.5;27864.48821;-0.01179000000047381;-4.231190224290337e-07;-0.031266285714394014;-1.1220765888995026e-06;6;6;1.0;3.588860178007465e-05;1.83667683474062e-05;nova;longa;False;False;False;False;True
251;RESERVA EXTRATIVISTA MARINHA ARRAIAL DO CABO;Reserva Extrativista;US;2019;2024;51650.0;51843.23966;193.23965999999928;0.0037413293320425803;42.991053714285535;0.0008313166685541973;6;6;1.0;0.004140461955469496;0.0;nova;longa;False;False;False;False;True
252;RESERVA EXTRATIVISTA CORUMBAU;Reserva Extrativista;US;2019;2024;89996.0;89996.60956;0.6095599999971455;6.773189919520262e-06;0.13932799999934756;1.548154200576204e-06;6;6;1.0;6.773189919520262e-06;0.0;nova;longa;False;False;False;False;True
253;RESERVA EXTRATIVISTA DE CANAVIEIRAS;Reserva Extrativista;US;2019;2024;100687.0;100686.7168;-0.28320000000530854;-2.812676909683559e-06;-0.06473142857264196;-6.428981821111995e-07;6;6;1.0;2.812676909683559e-06;0.0;nova;longa;False;False;False;False;True
254;RESERVA EXTRATIVISTA MARINHA DE SOURE;Reserva Extrativista;US;2019;2024;29579.0;29578.78634;-0.21366000000125496;-7.2233679299927296e-06;-0.04883657142885827;-1.6510595022589007e-06;6;6;1.0;7.2233679299927296e-06;0.0;nova;longa;False;False;False;False;True
255;RESERVA EXTRATIVISTA MARINHA PIRAJUBAÉ;Reserva Extrativista;US;2019;2024;1699.5;1686.892167;-12.607833000000028;-0.007418554280670802;-3.596076114285721;-0.0021264329639308095;6;6;1.0;0.014602803738317757;0.0;nova;longa;False;False;False;False;True
263;ESTAÇÃO ECOLÓGICA DA GUANABARA;Estação Ecológica;PI;2019;2024;1936.0;1936.258712;0.25871200000005956;0.00013363223140498945;0.05913417142858504;3.054314951901803e-05;6;6;1.0;0.00013363223140498945;0.0;nova;longa;False;False;False;False;True
269;FLORESTA NACIONAL DO IBURA;Floresta;US;2019;2024;144.0;144.1401037;0.1401036999999974;0.0009729423611110929;0.03202370285714226;0.00022231472559214544;6;6;1.0;0.0009729423611110929;0.0;nova;longa;False;False;False;False;True
273;RESERVA EXTRATIVISTA ARIÓCA PRUANÃ;Reserva Extrativista;US;2019;2024;83817.0;83818.54982;1.5498200000001816;1.8490521016025168e-05;0.35424457142861293;4.2263787543478355e-06;6;6;1.0;1.8490521016025168e-05;0.0;nova;longa;False;False;False;False;True
279;RESERVA EXTRATIVISTA DE CURURUPU;Reserva Extrativista;US;2019;2024;185192.0;186054.5611;862.5610999999917;0.004657658538165751;197.15682285714098;0.0010629573683789452;6;6;1.0;0.004657658538165751;0.0;nova;longa;False;False;False;False;True
282;RESERVA EXTRATIVISTA TERRA GRANDE PRACUUBA;Reserva Extrativista;US;2019;2024;194856.5;97527196.767;97332340.267;499.5077930015165;16685544.190571431;0.5112154012541835;6;6;1.0;999.013004408361;5.13199490906105e-06;nova;longa;False;True;True;False;False
288;RESERVA EXTRATIVISTA GURUPÁ-MELGAÇO;Reserva Extrativista;US;2019;2024;145409.0;145561.3793;152.3793000000005;0.001047935822404394;34.8295542857144;0.0002394445471386718;6;6;1.0;0.001047935822404394;0.0;nova;longa;False;False;False;False;True
291;RESERVA BIOLÓGICA DO PARAZINHO;Reserva Biológica;PI;2019;2024;276.0;276.2532707;0.2532706999999732;0.0009176474637680188;0.05789044571427959;0.00020968385309974095;6;6;1.0;0.0009176474637680188;0.0;nova;longa;False;False;False;False;True
292;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DO RIO IRATAPURU;Reserva de Desenvolvimento Sustentável;US;2019;2024;873577.0;873588.7967;11.796699999948032;1.3503904063348775e-05;2.696388571416693;3.086592749367025e-06;6;6;1.0;1.3503904063348775e-05;0.0;nova;longa;False;False;False;False;True
293;ÁREA DE PROTEÇÃO AMBIENTAL DO RIO CURIAÚ;Área de Proteção Ambiental;US;2019;2024;21873.0;21873.04582;0.0458199999993667;2.094820097808563e-06;0.010473142856998104;4.788156880120009e-07;6;6;1.0;2.094820097808563e-06;0.0;nova;longa;False;False;False;False;True
301;ÁREA DE PROTEÇÃO AMBIENTAL CAMINHOS ECOLÓGICOS DA BOA ESPERANÇA;Área de Proteção Ambiental;US;2019;2024;231997.0;232000.3694;3.3693999999959487;1.452346366546097e-05;0.7701485714276454;3.3196327669643593e-06;6;6;1.0;1.452346366546097e-05;0.0;nova;longa;False;False;False;False;True
302;ÁREA DE PROTEÇÃO AMBIENTAL PLATAFORMA CONTINENTAL DO LITORAL NORTE;Área de Proteção Ambiental;US;2019;2024;352767.0;352772.1729;5.172900000005029;1.4663786578690833e-05;1.1823771428582925;3.35170626365613e-06;6;6;1.0;1.4663786578690833e-05;0.0;nova;longa;False;False;False;False;True
303;ÁREA DE PROTEÇÃO AMBIENTAL GUAIBIM;Área de Proteção Ambiental;US;2019;2024;2079.0;2079.0;0.0;0.0;0.0;0.0;6;6;1.0;0.0;0.0;nova;longa;False;False;False;False;True
304;ÁREA DE PROTEÇÃO AMBIENTAL TINHARÉ / BOIPEBA;Área de Proteção Ambiental;US;2019;2024;31071.0;31071.0;0.0;0.0;0.0;0.0;6;6;1.0;0.0;0.0;nova;longa;False;False;False;False;True
306;ÁREA DE PROTEÇÃO AMBIENTAL PONTA DA BALEIA / ABROLHOS;Área de Proteção Ambiental;US;2019;2024;345544.0;345548.5481;4.548100000014529;1.3162144328984235e-05;1.039565714289035;3.0084769330033866e-06;6;6;1.0;1.3162144328984235e-05;0.0;nova;longa;False;False;False;False;True
